SD_SUB_SYSTEM,Discipline_Name,ITEM_Tag_NO,ITEM_Type_Code,PL_Punch_Category,PL_Punch_Description
LS-09,EL,04-EJB1-3-L3-04,Lighting Fixture,A,tag no S.S shall be installed.
LS-09,EL,04-EJB1-3-L3-04,Lighting Fixture,B,Touch up support shall be done.
LS-09,EL,04-JB1_1-3-L1-01,Lighting Fixture,A,Termination shall be done.
LS-09,EL,04-JB1_1-3-L1-01,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.
LS-09,EL,04-JB1_1-3-L1-01,Lighting Fixture,B,Touch up shall be done.
LS-09,EL,04-JB1_1-3-L1-01,Lighting Fixture,B,CAP shall be installed.
LS-09,EL,04-JB1_1-3-L1-01-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1_1-3-L1-01-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-09,EL,04-JB1_1-3-L1-02,Lighting Fixture,B,Touch up shall be done.
LS-09,EL,04-JB1_1-3-L1-02,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.
LS-09,EL,04-JB1_1-3-L1-02,Lighting Fixture,B,CAP shall be installed.
LS-09,EL,04-JB1_1-3-L1-02,Lighting Fixture,A,Termination shall be done.
LS-09,EL,04-JB1_1-3-L1-02-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1_1-3-L1-02-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-09,EL,04-JB1_1-3-L1-03,Lighting Fixture,A,Termination shall be done.
LS-09,EL,04-JB1_1-3-L1-03,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.
LS-09,EL,04-JB1_1-3-L1-03,Lighting Fixture,B,Touch up shall be done.
LS-09,EL,04-JB1_1-3-L1-03,Lighting Fixture,B,CAP shall be installed.
LS-09,EL,04-JB1_1-3-L1-03-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-09,EL,04-JB1_1-3-L1-03-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1_1-3-L1-04,Lighting Fixture,B,CAP shall be installed.
LS-09,EL,04-JB1_1-3-L1-04,Lighting Fixture,A,Termination shall be done.
LS-09,EL,04-JB1_1-3-L1-04,Lighting Fixture,B,Touch up shall be done.
LS-09,EL,04-JB1_1-3-L1-04,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.
LS-09,EL,04-JB1_1-3-L1-04-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-09,EL,04-JB1_1-3-L1-04-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1_1-3-L2-01,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.
LS-09,EL,04-JB1_1-3-L2-01,Lighting Fixture,B,Touch up shall be done.
LS-09,EL,04-JB1_1-3-L2-01,Lighting Fixture,A,Termination shall be done.
LS-09,EL,04-JB1_1-3-L2-01,Lighting Fixture,B,CAP shall be installed.
LS-09,EL,04-JB1_1-3-L2-01-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-09,EL,04-JB1_1-3-L2-01-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1_1-3-L2-02,Lighting Fixture,B,CAP shall be installed.
LS-09,EL,04-JB1_1-3-L2-02,Lighting Fixture,A,Termination shall be done.
LS-09,EL,04-JB1_1-3-L2-02,Lighting Fixture,B,Touch up shall be done.
LS-09,EL,04-JB1_1-3-L2-02,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.
LS-09,EL,04-JB1_1-3-L2-02-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-09,EL,04-JB1_1-3-L2-02-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1_1-3-L2-03,Lighting Fixture,B,Touch up shall be done.
LS-09,EL,04-JB1_1-3-L2-03,Lighting Fixture,A,Termination shall be done.
LS-09,EL,04-JB1_1-3-L2-03,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.
LS-09,EL,04-JB1_1-3-L2-03,Lighting Fixture,B,CAP shall be installed.
LS-09,EL,04-JB1_1-3-L2-03-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1_1-3-L2-03-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-09,EL,04-JB1_1-3-L2-04,Lighting Fixture,B,CAP shall be installed.
LS-09,EL,04-JB1_1-3-L2-04,Lighting Fixture,B,Touch up shall be done.
LS-09,EL,04-JB1_1-3-L2-04,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.
LS-09,EL,04-JB1_1-3-L2-04,Lighting Fixture,A,Termination shall be done.
LS-09,EL,04-JB1_1-3-L2-04-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1_1-3-L2-04-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-09,EL,04-JB1_1-3-L3-01,Lighting Fixture,A,Termination shall be done.
LS-09,EL,04-JB1_1-3-L3-01,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.
LS-09,EL,04-JB1_1-3-L3-01,Lighting Fixture,B,Touch up shall be done.
LS-09,EL,04-JB1_1-3-L3-01,Lighting Fixture,B,CAP shall be installed.
LS-09,EL,04-JB1_1-3-L3-01-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1_1-3-L3-01-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-09,EL,04-JB1_1-3-L3-02,Lighting Fixture,B,CAP shall be installed.
LS-09,EL,04-JB1_1-3-L3-02,Lighting Fixture,B,Touch up shall be done.
LS-09,EL,04-JB1_1-3-L3-02,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.
LS-09,EL,04-JB1_1-3-L3-02,Lighting Fixture,A,Termination shall be done.
LS-11,EL,04-JB1_1-3-L3-02-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-11,EL,04-JB1_1-3-L3-02-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1_1-3-L3-03,Lighting Fixture,B,Touch up shall be done.
LS-09,EL,04-JB1_1-3-L3-03,Lighting Fixture,A,Termination shall be done.
LS-09,EL,04-JB1_1-3-L3-03,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.
LS-09,EL,04-JB1_1-3-L3-03,Lighting Fixture,B,CAP shall be installed.
LS-09,EL,04-JB1_1-3-L3-03-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1_1-3-L3-03-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-09,EL,04-JB1_1-3-L3-04,Lighting Fixture,B,CAP shall be installed.
LS-09,EL,04-JB1_1-3-L3-04,Lighting Fixture,B,Touch up shall be done.
LS-09,EL,04-JB1_1-3-L3-04,Lighting Fixture,B,BUSHING SHALL BE INSTALLED.
LS-09,EL,04-JB1_1-3-L3-04,Lighting Fixture,A,Termination shall be done.
LS-09,EL,04-JB1_1-3-L3-04-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-09,EL,04-JB1_1-3-L3-04-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1-3-L1-10,Lighting Fixture,B,Touch up support shall be done.
LS-09,EL,04-JB1-3-L1-10,Lighting Fixture,A,tag no S.S shall be installed.
LS-09,EL,04-JB1-3-L1-10,Lighting Fixture,C,Filling of additional support holes should be done.
LS-09,EL,04-JB1-3-L1-10,Lighting Fixture,C,CAP IS NOT COMPLETE.
LS-09,EL,04-JB1-3-L1-10,Lighting Fixture,C,WASHER HIGHTING IS NOT COMPLETE.
LS-09,EL,04-JB1-3-L2-08-FJB01,Lighting Cable,A,Cable Location shall be done
LS-09,EL,04-JB1-3-L2-08-FJB01,Lighting Cable,B,Trench is not cleaning.
LS-09,EL,04-JB1-3-L2-08-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-09,EL,04-JB1-3-L2-08-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1-3-L2-10,Lighting Fixture,C,WASHER HIGHTING IS NOT COMPLETE.
LS-09,EL,04-JB1-3-L2-10,Lighting Fixture,C,CAP IS NOT COMPLETE.
LS-09,EL,04-JB1-3-L2-10,Lighting Fixture,C,Filling of additional support holes should be done.
LS-09,EL,04-JB1-3-L2-10,Lighting Fixture,B,Touch up support shall be done.
LS-09,EL,04-JB1-3-L2-10,Lighting Fixture,A,tag no S.S shall be installed.
LS-09,EL,04-JB1-3-L2-11,Lighting Fixture,A,tag no S.S shall be installed.
LS-09,EL,04-JB1-3-L2-11,Lighting Fixture,C,Filling of additional support holes should be done.
LS-09,EL,04-JB1-3-L2-11,Lighting Fixture,C,CAP IS NOT COMPLETE.
LS-09,EL,04-JB1-3-L2-11,Lighting Fixture,B,Touch up support shall be done.
LS-09,EL,04-JB1-3-L2-11,Lighting Fixture,C,WASHER HIGHTING IS NOT COMPLETE.
LS-09,EL,04-JB1-3-L3-07-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-09,EL,04-JB1-3-L3-07-FJB01,Lighting Cable,A,Cable Location shall be done
LS-09,EL,04-JB1-3-L3-07-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-JB1-3-L3-07-FJB01,Lighting Cable,B,Trench is not cleaning.
LS-09,EL,04-JB1-3-L3-11,Lighting Fixture,C,WASHER HIGHTING IS NOT COMPLETE.
LS-09,EL,04-JB1-3-L3-11,Lighting Fixture,B,Touch up support shall be done.
LS-09,EL,04-JB1-3-L3-11,Lighting Fixture,C,Filling of additional support holes should be done.
LS-09,EL,04-JB1-3-L3-11,Lighting Fixture,C,CAP IS NOT COMPLETE.
LS-09,EL,04-JB1-3-L3-11,Lighting Fixture,A,tag no S.S shall be installed.
LS-09,EL,04-RJB1_1-1-L2-01-FJB01,Lighting Cable,B,Cable Arrangment shall be done.
LS-09,EL,04-RJB1_1-1-L2-01-FJB01,Lighting Cable,A,Tag No shall be installed.
LS-10,EL,05-EJB3-7-L1-01,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-EJB3-7-L1-01,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-EJB3-7-L1-01,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-EJB3-7-L1-01,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-EJB3-7-L1-02,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-EJB3-7-L1-02,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-EJB3-7-L1-02,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-EJB3-7-L1-02,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-EJB3-7-L1-03,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-EJB3-7-L1-03,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-EJB3-7-L1-03,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-EJB3-7-L1-03,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-EJB3-7-L1-04,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-EJB3-7-L1-04,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-EJB3-7-L1-04,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-EJB3-7-L1-04,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-EJB3-7-L1-05,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-EJB3-7-L1-05,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-EJB3-7-L1-05,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-EJB3-7-L1-05,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-EJB3-7-L2-01,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-EJB3-7-L2-01,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-EJB3-7-L2-01,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-EJB3-7-L2-01,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-EJB3-7-L2-02,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-EJB3-7-L2-02,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-EJB3-7-L2-02,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-EJB3-7-L2-02,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-EJB3-7-L2-03,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-EJB3-7-L2-03,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-EJB3-7-L2-03,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-EJB3-7-L2-03,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-EJB3-7-L2-04,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-EJB3-7-L2-04,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-EJB3-7-L2-04,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-EJB3-7-L2-04,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-EJB3-7-L3-01,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-EJB3-7-L3-01,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-EJB3-7-L3-01,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-EJB3-7-L3-01,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-EJB3-7-L3-02,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-EJB3-7-L3-02,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-EJB3-7-L3-02,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-EJB3-7-L3-02,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-EJB3-7-L3-03,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-EJB3-7-L3-03,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-EJB3-7-L3-03,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-EJB3-7-L3-03,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-EJB3-7-L3-04,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-EJB3-7-L3-04,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-EJB3-7-L3-04,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-EJB3-7-L3-04,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L1-01,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L1-01,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L1-01,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L1-01,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L1-02,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L1-02,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L1-02,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L1-02,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L1-03,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L1-03,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L1-03,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L1-03,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L1-04,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L1-04,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L1-04,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L1-04,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L1-05,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L1-05,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L1-05,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L1-05,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L1-06,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L1-06,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L1-06,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L1-06,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L1-07,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L1-07,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L1-07,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L1-07,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L1-08,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L1-08,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L1-08,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L1-08,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L1-09,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L1-09,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L1-09,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L1-09,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L1-10,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L1-10,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L1-10,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L1-10,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L1-11,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L1-11,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L1-11,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L1-11,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L2-01,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L2-01,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L2-01,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L2-01,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L2-02,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L2-02,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L2-02,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L2-02,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L2-03,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L2-03,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L2-03,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L2-03,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L2-04,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L2-04,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L2-04,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L2-04,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L2-05,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L2-05,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L2-05,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L2-05,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L2-06,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L2-06,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L2-06,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L2-06,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L2-07,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L2-07,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L2-07,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L2-07,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L2-08,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L2-08,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L2-08,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L2-08,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L2-09,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L2-09,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L2-09,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L2-09,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L2-10,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L2-10,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L2-10,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L2-10,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L3-01,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L3-01,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L3-01,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L3-01,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L3-02,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L3-02,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L3-02,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L3-02,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L3-03,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L3-03,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L3-03,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L3-03,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L3-04,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L3-04,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L3-04,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L3-04,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L3-05,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L3-05,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L3-05,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L3-05,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L3-06,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L3-06,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L3-06,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L3-06,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L3-07,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L3-07,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L3-07,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L3-07,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L3-08,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L3-08,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L3-08,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L3-08,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L3-09,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L3-09,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L3-09,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L3-09,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L3-10,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L3-10,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L3-10,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L3-10,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-JB3-7-L3-11,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-JB3-7-L3-11,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-JB3-7-L3-11,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-JB3-7-L3-11,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-RJB1_2-3-L1-03,Lighting Fixture,B,Cable Arrangment shall be done.
LS-10,EL,05-RJB1_2-3-L1-03,Lighting Fixture,A,Tag no(s.s) shall be install.
LS-10,EL,05-RJB1_2-3-L1-03,Lighting Fixture,B,CABLE FIXED SHALL BE DONE BY S.S TIE.
LS-10,EL,05-RJB1_2-3-L1-03,Lighting Fixture,A,Path is not complete.
LS-10,EL,05-RJB1_2-3-L1-08,Socket Outlet,B,Cable Arrangment shall be done.
LS-10,EL,05-RJB1_2-3-L1-08,Socket Outlet,A,Tag no(s.s) shall be install.
